envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
272	2880000	2784000	2544000	2904000	3264000	2904000	
273	2901000	2781000	2541000	2901000	3261000	3021000	
274	2922000	2898000	2538000	2898000	3258000	3018000	
275	2919000	2895000	2535000	2895000	3255000	3015000	
276	2940000	2892000	2532000	3012000	3252000	3012000	
277	2985000	3009000	2649000	3009000	3249000	3009000	
278	2982000	3006000	2646000	3006000	3246000	3006000	
279	3003000	3003000	2643000	3003000	3363000	3003000	
280	3048000	3120000	2640000	3120000	3360000	3e+06	
281	3045000	3117000	2637000	3117000	3357000	2997000	
282	3042000	3114000	2634000	3114000	3354000	2994000	
283	3087000	3231000	2631000	3111000	3471000	2991000	
284	3132000	3228000	2748000	3108000	3468000	3108000	
285	3129000	3225000	2745000	3105000	3465000	3105000	
286	3126000	3222000	2742000	3102000	3462000	3102000	
287	3171000	3219000	2739000	3099000	3579000	3219000	
288	3168000	3216000	2736000	3096000	3576000	3216000	
289	3189000	3213000	2733000	3093000	3693000	3213000	
290	3234000	3330000	2850000	3090000	3690000	3210000	
291	3231000	3327000	2847000	3087000	3687000	3207000	
292	3252000	3324000	2844000	3204000	3684000	3204000	
293	3249000	3321000	2841000	3201000	3681000	3201000	
294	3246000	3318000	2838000	3198000	3678000	3198000	
295	3291000	3435000	2835000	3315000	3675000	3195000	
296	3312000	3432000	2952000	3312000	3672000	3192000	
297	3333000	3429000	2949000	3429000	3669000	3189000	
298	3378000	3426000	3066000	3426000	3666000	3306000	
299	3399000	3423000	3063000	3543000	3663000	3303000	
300	3420000	3420000	3060000	3540000	3660000	3420000	
301	3465000	3417000	3177000	3657000	3657000	3417000	
302	3462000	3414000	3174000	3654000	3654000	3414000	
303	3507000	3531000	3171000	3771000	3651000	3411000	
304	3504000	3528000	3168000	3768000	3648000	3408000	
305	3501000	3525000	3165000	3765000	3645000	3405000	
306	3522000	3642000	3162000	3762000	3642000	3402000	
307	3519000	3639000	3159000	3759000	3639000	3399000	
308	3516000	3636000	3156000	3756000	3636000	3396000	
309	3537000	3633000	3273000	3753000	3633000	3393000	
310	3534000	3630000	3270000	3750000	3630000	3390000	
311	3531000	3627000	3267000	3747000	3627000	3387000	
312	3528000	3624000	3264000	3744000	3624000	3384000	
313	3549000	3621000	3381000	3741000	3621000	3381000	
314	3570000	3738000	3378000	3738000	3618000	3378000	
315	3567000	3735000	3375000	3735000	3615000	3375000	
316	3588000	3732000	3372000	3732000	3612000	3492000	
317	3633000	3849000	3369000	3849000	3609000	3489000	
318	3654000	3846000	3486000	3846000	3606000	3486000	
319	3651000	3843000	3483000	3843000	3603000	3483000	
320	3696000	3960000	3480000	3840000	3600000	3600000	
321	3693000	3957000	3477000	3837000	3597000	3597000	
322	3714000	4074000	3474000	3834000	3594000	3594000	
323	3735000	4071000	3471000	3831000	3591000	3711000	
324	3732000	4068000	3468000	3828000	3588000	3708000	
325	3753000	4065000	3465000	3825000	3705000	3705000	
326	3750000	4062000	3462000	3822000	3702000	3702000	
327	3747000	4059000	3459000	3819000	3699000	3699000	
328	3792000	4176000	3456000	3936000	3696000	3696000	
329	3813000	4173000	3573000	3933000	3693000	3693000	
330	3858000	4170000	3570000	3930000	3810000	3810000	
331	3855000	4167000	3567000	3927000	3807000	3807000	
332	3852000	4164000	3564000	3924000	3804000	3804000	
333	3849000	4161000	3561000	3921000	3801000	3801000	
334	3894000	4158000	3678000	4038000	3798000	3798000	
335	3891000	4155000	3675000	4035000	3795000	3795000	
336	3936000	4152000	3792000	4152000	3792000	3792000	
337	3957000	4269000	3789000	4149000	3789000	3789000	
338	3954000	4266000	3786000	4146000	3786000	3786000	
339	3975000	4263000	3903000	4143000	3783000	3783000	
340	3972000	4260000	3900000	4140000	3780000	3780000	
341	3969000	4257000	3897000	4137000	3777000	3777000	
342	4014000	4254000	4014000	4254000	3774000	3774000	
343	4035000	4251000	4011000	4251000	3891000	3771000	
344	4032000	4248000	4008000	4248000	3888000	3768000	
345	4053000	4245000	4005000	4365000	3885000	3765000	
346	4050000	4242000	4002000	4362000	3882000	3762000	
347	4071000	4239000	3999000	4359000	3999000	3759000	
348	4068000	4236000	3996000	4356000	3996000	3756000	
349	4065000	4233000	3993000	4353000	3993000	3753000	
350	4086000	4230000	4110000	4350000	3990000	3750000	
351	4131000	4227000	4227000	4347000	3987000	3867000	
352	4128000	4224000	4224000	4344000	3984000	3864000	
353	4173000	4341000	4221000	4341000	4101000	3861000	
354	4218000	4338000	4338000	4458000	4098000	3858000	
355	4239000	4335000	4335000	4575000	4095000	3855000	
356	4260000	4332000	4452000	4572000	4092000	3852000	
357	4281000	4329000	4449000	4569000	4089000	3969000	
358	4278000	4326000	4446000	4566000	4086000	3966000	
359	4275000	4323000	4443000	4563000	4083000	3963000	
360	4296000	4440000	4440000	4560000	4080000	3960000	
361	4293000	4437000	4437000	4557000	4077000	3957000	
362	4314000	4434000	4434000	4554000	4194000	3954000	
363	4311000	4431000	4431000	4551000	4191000	3951000	
364	4380000	4548000	4548000	4668000	4188000	3948000	
365	4377000	4545000	4545000	4665000	4185000	3945000	
366	4422000	4662000	4662000	4662000	4182000	3942000	
367	4443000	4659000	4659000	4659000	4299000	3939000	
368	4464000	4656000	4656000	4656000	4296000	4056000	
369	4461000	4653000	4653000	4653000	4293000	4053000	
370	4458000	4650000	4650000	4650000	4290000	4050000	
371	4455000	4647000	4647000	4647000	4287000	4047000	
372	4452000	4644000	4644000	4644000	4284000	4044000	
373	4473000	4641000	4761000	4641000	4281000	4041000	
374	4494000	4638000	4878000	4638000	4278000	4038000	
375	4491000	4635000	4875000	4635000	4275000	4035000	
376	4488000	4632000	4872000	4632000	4272000	4032000	
377	4485000	4629000	4869000	4629000	4269000	4029000	
378	4530000	4746000	4866000	4626000	4266000	4146000	
379	4551000	4743000	4983000	4623000	4263000	4143000	
380	4572000	4740000	4980000	4620000	4380000	4140000	
381	4569000	4737000	4977000	4617000	4377000	4137000	
382	4590000	4734000	4974000	4614000	4374000	4254000	
383	4611000	4731000	4971000	4731000	4371000	4251000	
384	4632000	4728000	4968000	4728000	4368000	4368000	
385	4653000	4725000	5085000	4725000	4365000	4365000	
386	4674000	4722000	5082000	4722000	4362000	4482000	
387	4671000	4719000	5079000	4719000	4359000	4479000	
388	4692000	4716000	5076000	4716000	4356000	4596000	
389	4689000	4713000	5073000	4713000	4353000	4593000	
390	4710000	4710000	5070000	4710000	4470000	4590000	
391	4707000	4707000	5067000	4707000	4467000	4587000	
392	4728000	4704000	5064000	4824000	4464000	4584000	
393	4749000	4701000	5061000	4821000	4461000	4701000	
394	4770000	4818000	5058000	4818000	4458000	4698000	
395	4767000	4815000	5055000	4815000	4455000	4695000	
396	4764000	4812000	5052000	4812000	4452000	4692000	
397	4761000	4809000	5049000	4809000	4449000	4689000	
398	4758000	4806000	5046000	4806000	4446000	4686000	
399	4755000	4803000	5043000	4803000	4443000	4683000	
400	4752000	4800000	5040000	4800000	4440000	4680000	
401	4749000	4797000	5037000	4797000	4437000	4677000	
402	4746000	4794000	5034000	4794000	4434000	4674000	
403	4767000	4791000	5151000	4791000	4431000	4671000	
404	4764000	4788000	5148000	4788000	4428000	4668000	
405	4761000	4785000	5145000	4785000	4425000	4665000	
406	4782000	4782000	5142000	4782000	4542000	4662000	
407	4779000	4779000	5139000	4779000	4539000	4659000	
408	4800000	4776000	5256000	4776000	4536000	4656000	
409	4821000	4893000	5253000	4773000	4533000	4653000	
410	4842000	4890000	5250000	4770000	4530000	4770000	
411	4911000	4887000	5367000	4887000	4527000	4887000	
412	4932000	4884000	5364000	5004000	4524000	4884000	
413	4953000	4881000	5481000	5001000	4521000	4881000	
414	4974000	4878000	5478000	5118000	4518000	4878000	
415	5019000	4995000	5595000	5115000	4515000	4875000	
416	5016000	4992000	5592000	5112000	4512000	4872000	
417	5013000	4989000	5589000	5109000	4509000	4869000	
418	5010000	4986000	5586000	5106000	4506000	4866000	
419	5031000	4983000	5583000	5223000	4503000	4863000	
420	5124000	4980000	5700000	5340000	4620000	4980000	
421	5121000	4977000	5697000	5337000	4617000	4977000	
422	5142000	4974000	5694000	5334000	4734000	4974000	
423	5139000	4971000	5691000	5331000	4731000	4971000	
424	5160000	5088000	5688000	5328000	4728000	4968000	
425	5157000	5085000	5685000	5325000	4725000	4965000	
426	5178000	5082000	5802000	5322000	4722000	4962000	
427	5175000	5079000	5799000	5319000	4719000	4959000	
428	5172000	5076000	5796000	5316000	4716000	4956000	
429	5169000	5073000	5793000	5313000	4713000	4953000	
430	5190000	5070000	5790000	5430000	4710000	4950000	
431	5211000	5067000	5787000	5427000	4827000	4947000	
432	5232000	5064000	5784000	5424000	4824000	5064000	
433	5253000	5061000	5781000	5421000	4941000	5061000	
434	5250000	5058000	5778000	5418000	4938000	5058000	
435	5271000	5055000	5775000	5415000	5055000	5055000	
436	5292000	5172000	5772000	5412000	5052000	5052000	
437	5313000	5169000	5769000	5409000	5049000	5169000	
438	5334000	5286000	5766000	5406000	5046000	5166000	
439	5331000	5283000	5763000	5403000	5043000	5163000	
