envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
357	4977000	4809000	5169000	5289000	4929000	4689000	
358	4974000	4806000	5166000	5286000	4926000	4686000	
359	4971000	4803000	5163000	5283000	4923000	4683000	
360	4992000	4800000	5280000	5280000	4920000	4680000	
361	5013000	4797000	5277000	5277000	4917000	4797000	
362	5010000	4794000	5274000	5274000	4914000	4794000	
363	5031000	4911000	5271000	5271000	4911000	4791000	
364	5028000	4908000	5268000	5268000	4908000	4788000	
365	5025000	4905000	5265000	5265000	4905000	4785000	
366	5022000	4902000	5262000	5262000	4902000	4782000	
367	5019000	4899000	5259000	5259000	4899000	4779000	
368	5016000	4896000	5256000	5256000	4896000	4776000	
369	5013000	4893000	5253000	5253000	4893000	4773000	
370	5010000	4890000	5250000	5250000	4890000	4770000	
371	5031000	5007000	5247000	5247000	4887000	4767000	
372	5052000	5004000	5244000	5364000	4884000	4764000	
373	5049000	5001000	5241000	5361000	4881000	4761000	
374	5046000	4998000	5238000	5358000	4878000	4758000	
375	5067000	4995000	5235000	5355000	4995000	4755000	
376	5064000	4992000	5232000	5352000	4992000	4752000	
377	5061000	4989000	5229000	5349000	4989000	4749000	
378	5058000	4986000	5226000	5346000	4986000	4746000	
379	5055000	4983000	5223000	5343000	4983000	4743000	
380	5052000	4980000	5220000	5340000	4980000	4740000	
381	5049000	4977000	5217000	5337000	4977000	4737000	
382	5046000	4974000	5214000	5334000	4974000	4734000	
383	5043000	4971000	5211000	5331000	4971000	4731000	
384	5064000	4968000	5208000	5328000	4968000	4848000	
385	5061000	4965000	5205000	5325000	4965000	4845000	
386	5058000	4962000	5202000	5322000	4962000	4842000	
387	5055000	4959000	5199000	5319000	4959000	4839000	
388	5100000	4956000	5196000	5436000	5076000	4836000	
389	5097000	4953000	5193000	5433000	5073000	4833000	
390	5094000	4950000	5190000	5430000	5070000	4830000	
391	5139000	4947000	5187000	5427000	5187000	4947000	
392	5160000	4944000	5184000	5544000	5184000	4944000	
393	5157000	4941000	5181000	5541000	5181000	4941000	
394	5178000	4938000	5178000	5658000	5178000	4938000	
395	5175000	4935000	5175000	5655000	5175000	4935000	
396	5172000	4932000	5172000	5652000	5172000	4932000	
397	5193000	4929000	5169000	5649000	5169000	5049000	
398	5190000	4926000	5166000	5646000	5166000	5046000	
399	5187000	4923000	5163000	5643000	5163000	5043000	
400	5184000	4920000	5160000	5640000	5160000	5040000	
401	5205000	4917000	5157000	5637000	5157000	5157000	
402	5202000	4914000	5154000	5634000	5154000	5154000	
403	5223000	5031000	5151000	5631000	5151000	5151000	
404	5220000	5028000	5148000	5628000	5148000	5148000	
405	5217000	5025000	5145000	5625000	5145000	5145000	
406	5238000	5142000	5142000	5622000	5142000	5142000	
407	5259000	5259000	5139000	5619000	5139000	5139000	
408	5256000	5256000	5136000	5616000	5136000	5136000	
409	5253000	5253000	5133000	5613000	5133000	5133000	
410	5274000	5250000	5250000	5610000	5130000	5130000	
411	5295000	5247000	5247000	5607000	5247000	5127000	
412	5316000	5244000	5364000	5604000	5244000	5124000	
413	5361000	5361000	5481000	5601000	5241000	5121000	
414	5406000	5358000	5598000	5718000	5238000	5118000	
415	5427000	5355000	5715000	5715000	5235000	5115000	
416	5424000	5352000	5712000	5712000	5232000	5112000	
417	5445000	5469000	5709000	5709000	5229000	5109000	
418	5442000	5466000	5706000	5706000	5226000	5106000	
419	5463000	5463000	5703000	5703000	5343000	5103000	
420	5484000	5580000	5700000	5700000	5340000	5100000	
421	5481000	5577000	5697000	5697000	5337000	5097000	
422	5478000	5574000	5694000	5694000	5334000	5094000	
423	5475000	5571000	5691000	5691000	5331000	5091000	
424	5472000	5568000	5688000	5688000	5328000	5088000	
425	5493000	5565000	5685000	5685000	5445000	5085000	
426	5490000	5562000	5682000	5682000	5442000	5082000	
427	5511000	5559000	5679000	5679000	5559000	5079000	
428	5532000	5556000	5676000	5676000	5556000	5196000	
429	5577000	5553000	5673000	5673000	5673000	5313000	
430	5574000	5550000	5670000	5670000	5670000	5310000	
431	5571000	5547000	5667000	5667000	5667000	5307000	
432	5568000	5544000	5664000	5664000	5664000	5304000	
433	5589000	5541000	5661000	5661000	5661000	5421000	
434	5586000	5538000	5658000	5658000	5658000	5418000	
435	5583000	5535000	5655000	5655000	5655000	5415000	
436	5580000	5532000	5652000	5652000	5652000	5412000	
437	5601000	5529000	5769000	5649000	5649000	5409000	
438	5622000	5526000	5766000	5646000	5646000	5526000	
439	5643000	5523000	5763000	5643000	5763000	5523000	
440	5640000	5520000	5760000	5640000	5760000	5520000	
441	5637000	5517000	5757000	5637000	5757000	5517000	
442	5634000	5514000	5754000	5634000	5754000	5514000	
443	5631000	5511000	5751000	5631000	5751000	5511000	
444	5652000	5508000	5748000	5748000	5748000	5508000	
445	5649000	5505000	5745000	5745000	5745000	5505000	
446	5646000	5502000	5742000	5742000	5742000	5502000	
447	5667000	5499000	5739000	5739000	5739000	5619000	
448	5664000	5496000	5736000	5736000	5736000	5616000	
449	5709000	5613000	5733000	5853000	5733000	5613000	
450	5706000	5610000	5730000	5850000	5730000	5610000	
451	5727000	5607000	5847000	5847000	5727000	5607000	
452	5748000	5604000	5964000	5844000	5724000	5604000	
453	5745000	5601000	5961000	5841000	5721000	5601000	
454	5790000	5718000	6078000	5838000	5718000	5598000	
455	5811000	5715000	6075000	5955000	5715000	5595000	
456	5832000	5712000	6192000	5952000	5712000	5592000	
457	5853000	5829000	6189000	5949000	5709000	5589000	
458	5850000	5826000	6186000	5946000	5706000	5586000	
