fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240508 212229	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	884	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100336240992917	0.658387338950508	1735	863	17396	71506632.6836582	57
20240508 213040	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	995	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100453957609959	0.657829796975507	1752	869	16727	71446226.3868066	58
20240508 213853	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1003	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100035680821014	0.658400516503524	1726	877	17548	71527454.2728636	59
20240508 214432	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	957	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.18193339330088	0.513159039939077	8	875	19975	66888733.1334333	60
20240509 075558	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	253	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.186384377262922	0.500463475720895	9	598	17070	68887451.2743628	61
20240509 080325	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	844	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100214888740669	0.65711816916655	1745	884	19317	71974697.1514243	62
20240509 081137	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1003	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100035680821014	0.658400516503524	1726	877	17548	71527454.2728636	63
20240509 081821	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	680	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100502369840596	0.660781611250696	1764	881	18106	71771595.2023988	64
20240509 082518	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	725	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100216506685441	0.657152588203622	1742	885	18809	71323824.5877061	65
20240509 083328	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	968	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100251644128605	0.658881192831366	1744	885	17363	71446232.3838081	66
20240509 084048	1055	290388	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	804	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100094737980919	0.664237529249655	1738	895	19591	71067599.7001499	67
