envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
366	4374000	4182000	4302000	4782000	4182000	4422000	
367	4371000	4179000	4299000	4779000	4179000	4419000	
368	4368000	4176000	4296000	4776000	4176000	4416000	
369	4413000	4293000	4413000	4773000	4173000	4413000	
370	4410000	4290000	4410000	4770000	4170000	4410000	
371	4431000	4287000	4407000	4767000	4287000	4407000	
372	4476000	4404000	4404000	4764000	4284000	4524000	
373	4497000	4401000	4521000	4761000	4281000	4521000	
374	4494000	4398000	4518000	4758000	4278000	4518000	
375	4515000	4395000	4515000	4755000	4395000	4515000	
376	4512000	4392000	4512000	4752000	4392000	4512000	
377	4533000	4509000	4509000	4749000	4389000	4509000	
378	4554000	4626000	4506000	4746000	4386000	4506000	
379	4551000	4623000	4503000	4743000	4383000	4503000	
380	4572000	4620000	4500000	4740000	4500000	4500000	
381	4569000	4617000	4497000	4737000	4497000	4497000	
382	4590000	4734000	4494000	4734000	4494000	4494000	
383	4587000	4731000	4491000	4731000	4491000	4491000	
384	4608000	4728000	4608000	4728000	4488000	4488000	
385	4677000	4725000	4725000	4845000	4605000	4485000	
386	4674000	4722000	4722000	4842000	4602000	4482000	
387	4695000	4719000	4839000	4839000	4599000	4479000	
388	4716000	4716000	4956000	4836000	4596000	4476000	
389	4737000	4713000	4953000	4833000	4713000	4473000	
390	4758000	4710000	4950000	4950000	4710000	4470000	
391	4827000	4827000	4947000	5067000	4827000	4467000	
392	4824000	4824000	4944000	5064000	4824000	4464000	
393	4821000	4821000	4941000	5061000	4821000	4461000	
394	4842000	4818000	5058000	5058000	4818000	4458000	
395	4839000	4815000	5055000	5055000	4815000	4455000	
396	4836000	4812000	5052000	5052000	4812000	4452000	
397	4881000	4809000	5049000	5169000	4929000	4449000	
398	4878000	4806000	5046000	5166000	4926000	4446000	
399	4875000	4803000	5043000	5163000	4923000	4443000	
400	4872000	4800000	5040000	5160000	4920000	4440000	
401	4869000	4797000	5037000	5157000	4917000	4437000	
402	4914000	4794000	5034000	5274000	4914000	4554000	
403	4911000	4791000	5031000	5271000	4911000	4551000	
404	4956000	4788000	5028000	5388000	5028000	4548000	
405	4953000	4785000	5025000	5385000	5025000	4545000	
406	4950000	4782000	5022000	5382000	5022000	4542000	
407	4971000	4779000	5139000	5379000	5019000	4539000	
408	4992000	4776000	5136000	5376000	5136000	4536000	
409	5037000	4893000	5253000	5373000	5133000	4533000	
410	5058000	4890000	5370000	5370000	5130000	4530000	
411	5103000	5007000	5367000	5487000	5127000	4527000	
412	5124000	5004000	5364000	5484000	5244000	4524000	
413	5121000	5001000	5361000	5481000	5241000	4521000	
414	5166000	5118000	5358000	5478000	5238000	4638000	
