fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240509 051626	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	474	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100548052553056	0.89967956918462	2047	1402	20770	85028590.7046477	53
20240509 052228	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	736	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100104167599321	0.893929887538773	2047	1452	19672	85555694.1529235	54
20240509 052809	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	499	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.010058086695418	0.893066006163532	2047	1425	19545	85621971.5142429	55
20240509 053611	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	382	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0102139357907741	0.501132751850841	574	391	20380	86088005.9970015	56
20240509 054938	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2411	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100955209127761	0.500176977553331	26	111	21409	85785413.7931034	57
20240509 055656	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	396	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0102352607326626	0.500015969182321	355	413	20063	86445182.9085457	58
20240509 060512	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	432	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100209191422739	0.500173187069298	295	435	20840	85944947.5262369	59
20240509 060853	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	77	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0355204611395052	0.500007736180171	379	341	20820	85447046.4767616	60
20240509 061525	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	579	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100756511277615	0.50043657421903	80	498	21605	86350217.3913043	61
20240509 062401	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	566	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100300552497069	0.500063421345577	223	519	20165	85327188.9055472	62
20240509 063234	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	379	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100134426598101	0.500557162258823	780	346	20101	85360868.065967	63
20240509 063535	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	212	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0101087136686044	0.892097469425304	108	325	18426	84607637.1814093	64
20240509 064134	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	607	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100134250870559	0.500271137202677	17	409	17688	84208503.7481259	65
20240509 064821	1054	293745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	284	1	1	1	FALSE	1	0.1	50	0.5	FALSE	110251	0.0100925329379597	0.50086665062929	417	326	21212	85547868.065967	66
